رقم تعريف قائمة التشغيل,معرّف القناة,تاريخ الإنشاء ووقته,تاريخ آخر تعديل ووقته,العنوان,الوصف,مستوى العرض
LLRWhVUYH9R8g7WTe2hv2L6w,UCRWhVUYH9R8g7WTe2hv2L6w,,,Liked videos,,خاص





معرِّف الفيديو,تاريخ الإضافة ووقتها





